"resolved_at","agent","ticket_id","created_at","priority","num_interactions","issuecat","status","channel"
"2025-07-10 23:34:00.000000000","Kavya","TCK0710005","2025-07-10 02:30:00.000000000","Hgh",2,"Payment Failure","Resolved","Email"
"2025-07-10 12:08:00.000000000","Arjun","TCK0710007","2025-07-10 03:00:00.000000000","Medum",5,"Account Locked","Resolved","Phone"
"2025-07-10 11:29:00.000000000","Kavya","TCK0710008","2025-07-10 03:14:00.000000000","Medium",7,"Login Issue","Resolved","Email"
"2025-07-10 15:52:00.000000000","Kavya","TCK0710009","2025-07-10 03:24:00.000000000","Low",6,"Bug Report","Resolved","Email"
\N,"Kavya","TCK0710010","2025-07-10 03:51:00.000000000","Medium",4,"Bug Report","Open","Email"
"2025-07-10 23:04:00.000000000","Ananya","TCK0710011","2025-07-10 04:54:00.000000000","Medium",5,"Bug Report","Resolved","Web Form"
"2025-07-11 14:58:00.000000000","Kavya","TCK0710012","2025-07-10 06:58:00.000000000","High",4,"Account Locked","Resolved","Email"
"2025-07-11 04:27:00.000000000","Arjun","TCK0710014","2025-07-10 08:34:00.000000000","Hgh",1,"Payment Failure","Resolved","Chat"
"2025-07-11 04:27:00.000000000","Arjun","TCK0710014","2025-07-10 08:34:00.000000000","Hgh",1,"Payment Failure","Resolved","Chat"
"2025-07-10 22:53:00.000000000","Sneha","TCK0710015","2025-07-10 09:03:00.000000000","Medium",8,"Bug Report","Resolved","Email"
"2025-07-10 18:11:00.000000000","Sneha","TCK0710016","2025-07-10 09:49:00.000000000","Low",3,"Payment Failure","Resolved","Email"
"2025-07-11 03:03:00.000000000","Arjun","TCK0710017","2025-07-10 10:05:00.000000000","Medium",5,"Payment Failure","Resolved","Email"
"2025-07-11 11:24:00.000000000","Sneha","TCK0710018","2025-07-10 10:08:00.000000000","Medium",5,"Bug Report","Resolved","Phone"
"2025-07-10 19:22:00.000000000","Kavya","TCK0710019","2025-07-10 11:20:00.000000000","Hgh",8,"Login Issue","Resolved","Email"
\N,"Kavya","TCK0710020","2025-07-10 11:37:00.000000000","Low",6,"Payment Failure","Open","Email"
\N,"Kavya","TCK0710020","2025-07-10 11:37:00.000000000","Low",6,"Payment Failure","Open","Email"
"2025-07-11 05:15:00.000000000","Ananya","TCK0711001","2025-07-11 00:50:00.000000000","Low",1,"Feature Request","Resolved","Phone"
"2025-07-11 22:43:00.000000000","Rohit","TCK0711003","2025-07-11 01:17:00.000000000","Low",2,"Account Locked","Resolved","Email"
"2025-07-12 08:53:00.000000000","Ananya","TCK0711004","2025-07-11 01:24:00.000000000","Medium",4,"Feature Request","Resolved","Email"
"2025-07-12 08:53:00.000000000","Ananya","TCK0711004","2025-07-11 01:24:00.000000000","Medium",4,"Feature Request","Resolved","Email"
"2025-07-11 07:34:00.000000000","Sneha","TCK0711005","2025-07-11 03:16:00.000000000","Medum",5,"Feature Request","Resolved","Email"
"2025-07-11 19:15:00.000000000","Kavya","TCK0711006","2025-07-11 04:06:00.000000000","Low",7,"Bug Report","Resolved","Web Form"
"2025-07-12 07:26:00.000000000","Kavya","TCK0711007","2025-07-11 04:26:00.000000000","Low",5,"Bug Report","Resolved","Email"
"2025-07-11 08:01:00.000000000","Ananya","TCK0711008","2025-07-11 04:44:00.000000000","Low",4,"Account Locked","Resolved","Phone"
"2025-07-11 21:57:00.000000000","Rohit","TCK0711009","2025-07-11 05:24:00.000000000","Medum",8,"Payment Failure","Escalated","Phone"
"2025-07-12 10:45:00.000000000","Sneha","TCK0711012","2025-07-11 05:51:00.000000000","Low",6,"Bug Report","Resolved","Web Form"
"2025-07-12 10:45:00.000000000","Sneha","TCK0711012","2025-07-11 05:51:00.000000000","Low",6,"Bug Report","Resolved","Web Form"
"2025-07-11 12:01:00.000000000","Rohit","TCK0711013","2025-07-11 07:51:00.000000000","High",2,"Payment Failure","Resolved","Chat"
"2025-07-11 13:06:00.000000000","Ananya","TCK0711014","2025-07-11 08:19:00.000000000","High",4,"Account Locked","Resolved","Email"
\N,"Sneha","TCK0711015","2025-07-11 09:07:00.000000000","Medum",8,"Bug Report","Open","Email"
"2025-07-11 10:59:00.000000000","Rohit","TCK0711016","2025-07-11 09:25:00.000000000","Medum",7,"Login Issue","Resolved","Web Form"
\N,"Ananya","TCK0711017","2025-07-11 09:26:00.000000000","Low",5,"Bug Report","Open","Phone"
\N,"Rohit","TCK0711018","2025-07-11 09:44:00.000000000","Medium",6,"Bug Report","Open","Phone"
"2025-07-11 23:30:00.000000000","Sneha","TCK0711019","2025-07-11 09:52:00.000000000","Low",1,"Bug Report","Resolved","Web Form"
"2025-07-11 22:49:00.000000000","Kavya","TCK0711020","2025-07-11 10:08:00.000000000","Medium",2,"Account Locked","Resolved","Phone"
"2025-07-12 10:10:00.000000000","Sneha","TCK0712000","2025-07-12 00:37:00.000000000","Low",8,"Bug Report","Resolved","Phone"
"2025-07-13 05:13:00.000000000","Ananya","TCK0712002","2025-07-12 00:59:00.000000000","Hgh",8,"Bug Report","Resolved","Phone"
"2025-07-12 02:52:00.000000000","Ananya","TCK0712003","2025-07-12 01:11:00.000000000","Medum",4,"Bug Report","Resolved","Web Form"
"2025-07-12 13:34:00.000000000","Ananya","TCK0712004","2025-07-12 01:34:00.000000000","Medium",7,"Feature Request","Resolved","Web Form"
"2025-07-12 02:18:00.000000000","Rohit","TCK0712006","2025-07-12 01:45:00.000000000","High",7,"Account Locked","Resolved","Web Form"
"2025-07-13 01:16:00.000000000","Sneha","TCK0712008","2025-07-12 02:01:00.000000000","Lw",2,"Login Issue","Resolved","Phone"
"2025-07-13 04:18:00.000000000","Ananya","TCK0712009","2025-07-12 02:10:00.000000000","High",5,"Feature Request","Resolved","Web Form"
"2025-07-13 03:46:00.000000000","Sneha","TCK0712010","2025-07-12 03:00:00.000000000","Medium",8,"Login Issue","Resolved","Chat"
"2025-07-13 15:51:00.000000000","Kavya","TCK0712012","2025-07-12 04:54:00.000000000","Low",2,"Payment Failure","Resolved","Phone"
"2025-07-12 20:42:00.000000000","Arjun","TCK0712013","2025-07-12 05:20:00.000000000","Medum",7,"Bug Report","Resolved","Email"
\N,"Arjun","TCK0712014","2025-07-12 05:24:00.000000000","Medum",3,"Payment Failure","Open","Phone"
"2025-07-12 16:01:00.000000000","Arjun","TCK0712015","2025-07-12 05:51:00.000000000","High",1,"Account Locked","Resolved","Web Form"
"2025-07-13 06:20:00.000000000","Sneha","TCK0712016","2025-07-12 06:07:00.000000000","Medium",2,"Bug Report","Resolved","Email"
"2025-07-13 07:11:00.000000000","Ananya","TCK0712017","2025-07-12 06:16:00.000000000","Low",5,"Login Issue","Resolved","Chat"
\N,"Kavya","TCK0712018","2025-07-12 06:22:00.000000000","Medium",4,"Feature Request","Open","Web Form"
"2025-07-13 06:56:00.000000000","Ananya","TCK0712019","2025-07-12 06:51:00.000000000","Low",1,"Account Locked","Resolved","Web Form"
"2025-07-13 18:48:00.000000000","Rohit","TCK0712020","2025-07-12 08:16:00.000000000","Low",8,"Account Locked","Resolved","Chat"
"2025-07-13 09:40:00.000000000","Kavya","TCK0712021","2025-07-12 09:16:00.000000000","High",3,"Account Locked","Resolved","Email"
"2025-07-12 21:11:00.000000000","Ananya","TCK0712022","2025-07-12 09:30:00.000000000","Medium",7,"Login Issue","Resolved","Email"
"2025-07-13 01:45:00.000000000","Ananya","TCK0712023","2025-07-12 09:50:00.000000000","Medum",5,"Login Issue","Resolved","Web Form"
"2025-07-13 21:17:00.000000000","Kavya","TCK0712025","2025-07-12 10:26:00.000000000","Low",6,"Feature Request","Resolved","Email"
"2025-07-13 06:45:00.000000000","Rohit","TCK0712026","2025-07-12 10:51:00.000000000","High",6,"Payment Failure","Resolved","Chat"
"2025-07-12 23:08:00.000000000","Arjun","TCK0712028","2025-07-12 11:33:00.000000000","Medium",4,"Payment Failure","Resolved","Email"
"2025-07-12 23:08:00.000000000","Arjun","TCK0712028","2025-07-12 11:33:00.000000000","Medium",4,"Payment Failure","Resolved","Email"
"2025-07-13 12:18:00.000000000","Sneha","TCK0712029","2025-07-12 11:57:00.000000000","High",4,"Feature Request","Resolved","Email"
"2025-07-13 21:58:00.000000000","Sneha","TCK0713000","2025-07-13 00:06:00.000000000","Low",3,"Payment Failure","Resolved","Web Form"
"2025-07-14 11:42:00.000000000","Ananya","TCK0713001","2025-07-13 00:23:00.000000000","Medium",5,"Feature Request","Resolved","Chat"
"2025-07-13 03:38:00.000000000","Kavya","TCK0713002","2025-07-13 00:23:00.000000000","Medium",7,"Login Issue","Resolved","Web Form"
"2025-07-13 03:38:00.000000000","Kavya","TCK0713002","2025-07-13 00:23:00.000000000","Medium",7,"Login Issue","Resolved","Web Form"
"2025-07-13 14:07:00.000000000","Rohit","TCK0713004","2025-07-13 01:09:00.000000000","High",4,"Feature Request","Resolved","Web Form"
\N,"Kavya","TCK0713007","2025-07-13 02:41:00.000000000","Low",7,"Feature Request","Open","Web Form"
"2025-07-14 04:11:00.000000000","Sneha","TCK0713008","2025-07-13 04:56:00.000000000","Medium",5,"Payment Failure","Resolved","Email"
"2025-07-14 15:10:00.000000000","Arjun","TCK0713009","2025-07-13 05:00:00.000000000","Medium",2,"Account Locked","Resolved","Chat"
"2025-07-14 15:42:00.000000000","Ananya","TCK0713010","2025-07-13 05:09:00.000000000","Medium",6,"Payment Failure","Resolved","Chat"
"2025-07-14 16:07:00.000000000","Rohit","TCK0713011","2025-07-13 05:37:00.000000000","Medum",5,"Account Locked","Resolved","Web Form"
"2025-07-14 12:48:00.000000000","Rohit","TCK0713012","2025-07-13 05:47:00.000000000","Lw",7,"Feature Request","Resolved","Web Form"
\N,"Sneha","TCK0713013","2025-07-13 06:02:00.000000000","Medum",3,"Account Locked","Open","Web Form"
"2025-07-14 11:19:00.000000000","Sneha","TCK0713014","2025-07-13 07:09:00.000000000","Medum",7,"Payment Failure","Resolved","Web Form"
"2025-07-14 12:00:00.000000000","Sneha","TCK0713015","2025-07-13 07:41:00.000000000","High",7,"Feature Request","Resolved","Chat"
"2025-07-14 12:00:00.000000000","Sneha","TCK0713015","2025-07-13 07:41:00.000000000","High",7,"Feature Request","Resolved","Chat"
"2025-07-13 13:50:00.000000000","Rohit","TCK0713016","2025-07-13 08:08:00.000000000","Medium",6,"Feature Request","Resolved","Email"
"2025-07-14 12:48:00.000000000","Rohit","TCK0713019","2025-07-13 09:21:00.000000000","Medium",3,"Account Locked","Resolved","Web Form"
"2025-07-14 08:33:00.000000000","Kavya","TCK0713020","2025-07-13 09:45:00.000000000","Medium",2,"Account Locked","Resolved","Chat"
\N,"Rohit","TCK0713021","2025-07-13 09:56:00.000000000","High",3,"Bug Report","Open","Web Form"
\N,"Rohit","TCK0713022","2025-07-13 10:05:00.000000000","High",2,"Login Issue","Open","Email"
"2025-07-14 20:46:00.000000000","Ananya","TCK0713023","2025-07-13 10:11:00.000000000","Medium",3,"Payment Failure","Resolved","Phone"
"2025-07-14 16:18:00.000000000","Kavya","TCK0713024","2025-07-13 10:14:00.000000000","High",5,"Feature Request","Resolved","Email"
"2025-07-14 00:50:00.000000000","Sneha","TCK0713025","2025-07-13 10:30:00.000000000","Medium",8,"Account Locked","Resolved","Phone"
"2025-07-14 20:47:00.000000000","Rohit","TCK0714000","2025-07-14 00:59:00.000000000","Medium",7,"Bug Report","Resolved","Email"
"2025-07-15 04:49:00.000000000","Kavya","TCK0714001","2025-07-14 01:07:00.000000000","Medum",6,"Bug Report","Resolved","Web Form"
\N,"Sneha","TCK0714002","2025-07-14 01:46:00.000000000","Low",5,"Feature Request","Open","Phone"
"2025-07-14 03:05:00.000000000","Arjun","TCK0714003","2025-07-14 02:01:00.000000000","Medium",5,"Account Locked","Resolved","Chat"
\N,"Kavya","TCK0714004","2025-07-14 02:14:00.000000000","Medium",3,"Account Locked","Open","Email"
\N,"Kavya","TCK0714004","2025-07-14 02:14:00.000000000","Medium",3,"Account Locked","Open","Email"
"2025-07-14 22:09:00.000000000","Rohit","TCK0714005","2025-07-14 02:29:00.000000000","Medum",8,"Feature Request","Resolved","Chat"
"2025-07-14 23:21:00.000000000","Ananya","TCK0714006","2025-07-14 03:57:00.000000000","Medium",4,"Account Locked","Resolved","Email"
"2025-07-14 23:51:00.000000000","Arjun","TCK0714007","2025-07-14 04:10:00.000000000","Medium",4,"Feature Request","Resolved","Phone"
\N,"Ananya","TCK0714008","2025-07-14 04:35:00.000000000","Low",3,"Account Locked","Open","Email"
"2025-07-14 12:43:00.000000000","Kavya","TCK0714009","2025-07-14 05:46:00.000000000","Low",6,"Feature Request","Resolved","Phone"
"2025-07-15 00:08:00.000000000","Kavya","TCK0714012","2025-07-14 07:02:00.000000000","Low",7,"Login Issue","Resolved","Email"
"2025-07-14 22:32:00.000000000","Arjun","TCK0714013","2025-07-14 07:07:00.000000000","High",7,"Account Locked","Resolved","Web Form"
\N,"Rohit","TCK0714014","2025-07-14 07:15:00.000000000","Low",8,"Login Issue","Open","Web Form"
"2025-07-14 23:57:00.000000000","Arjun","TCK0714015","2025-07-14 07:47:00.000000000","Low",4,"Account Locked","Resolved","Chat"
"2025-07-14 12:22:00.000000000","Rohit","TCK0714017","2025-07-14 08:25:00.000000000","Medium",2,"Login Issue","Escalated","Email"
"2025-07-14 12:22:00.000000000","Rohit","TCK0714017","2025-07-14 08:25:00.000000000","Medium",2,"Login Issue","Escalated","Email"
"2025-07-14 20:51:00.000000000","Arjun","TCK0714018","2025-07-14 08:35:00.000000000","High",7,"Payment Failure","Resolved","Chat"
"2025-07-14 11:51:00.000000000","Kavya","TCK0714020","2025-07-14 09:16:00.000000000","Medum",5,"Payment Failure","Resolved","Chat"
"2025-07-15 11:19:00.000000000","Rohit","TCK0714022","2025-07-14 11:17:00.000000000","Medum",5,"Payment Failure","Resolved","Web Form"
"2025-07-15 05:04:00.000000000","Rohit","TCK0714023","2025-07-14 11:26:00.000000000","Medum",1,"Login Issue","Resolved","Chat"
"2025-07-15 02:47:00.000000000","Rohit","TCK0714024","2025-07-14 11:27:00.000000000","Medium",8,"Feature Request","Resolved","Email"
"2025-07-15 03:57:00.000000000","Arjun","TCK0714025","2025-07-14 11:53:00.000000000","Low",3,"Payment Failure","Resolved","Email"
"2025-07-15 09:52:00.000000000","Arjun","TCK0715000","2025-07-15 00:41:00.000000000","Medum",4,"Bug Report","Resolved","Email"
"2025-07-15 11:47:00.000000000","Ananya","TCK0715002","2025-07-15 01:38:00.000000000","Medium",8,"Account Locked","Resolved","Email"
"2025-07-15 22:17:00.000000000","Rohit","TCK0715003","2025-07-15 01:55:00.000000000","Medium",6,"Bug Report","Resolved","Web Form"
"2025-07-16 11:04:00.000000000","Ananya","TCK0715005","2025-07-15 02:23:00.000000000","Medium",1,"Feature Request","Resolved","Phone"
"2025-07-16 01:10:00.000000000","Sneha","TCK0715006","2025-07-15 02:48:00.000000000","High",1,"Bug Report","Resolved","Chat"
"2025-07-15 14:31:00.000000000","Rohit","TCK0715007","2025-07-15 02:57:00.000000000","Medium",2,"Payment Failure","Resolved","Web Form"
\N,"Ananya","TCK0715008","2025-07-15 03:20:00.000000000","Medium",4,"Account Locked","Open","Chat"
\N,"Ananya","TCK0715008","2025-07-15 03:20:00.000000000","Medium",4,"Account Locked","Open","Chat"
"2025-07-16 00:05:00.000000000","Ananya","TCK0715009","2025-07-15 03:24:00.000000000","Medium",8,"Login Issue","Resolved","Web Form"
"2025-07-16 00:05:00.000000000","Ananya","TCK0715009","2025-07-15 03:24:00.000000000","Medium",8,"Login Issue","Resolved","Web Form"
"2025-07-15 06:35:00.000000000","Sneha","TCK0715010","2025-07-15 03:25:00.000000000","Medum",4,"Account Locked","Resolved","Chat"
"2025-07-16 07:08:00.000000000","Kavya","TCK0715012","2025-07-15 03:44:00.000000000","Medium",7,"Feature Request","Resolved","Chat"
"2025-07-15 07:30:00.000000000","Arjun","TCK0715014","2025-07-15 04:12:00.000000000","Medum",7,"Login Issue","Resolved","Chat"
\N,"Kavya","TCK0715015","2025-07-15 04:12:00.000000000","Medum",5,"Account Locked","Open","Chat"
"2025-07-16 14:51:00.000000000","Arjun","TCK0715016","2025-07-15 04:13:00.000000000","Medium",6,"Feature Request","Resolved","Chat"
"2025-07-16 15:47:00.000000000","Ananya","TCK0715017","2025-07-15 04:17:00.000000000","Low",5,"Login Issue","Resolved","Chat"
\N,"Kavya","TCK0715018","2025-07-15 04:42:00.000000000","Lw",5,"Feature Request","Open","Email"
"2025-07-16 08:06:00.000000000","Arjun","TCK0715019","2025-07-15 05:50:00.000000000","Medium",5,"Bug Report","Resolved","Web Form"
\N,"Rohit","TCK0715020","2025-07-15 06:02:00.000000000","Medium",3,"Bug Report","Open","Chat"
"2025-07-15 12:41:00.000000000","Ananya","TCK0715021","2025-07-15 07:23:00.000000000","Medium",8,"Payment Failure","Resolved","Web Form"
"2025-07-16 20:33:00.000000000","Kavya","TCK0715022","2025-07-15 09:06:00.000000000","Medium",2,"Feature Request","Escalated","Phone"
\N,"Ananya","TCK0715023","2025-07-15 09:21:00.000000000","Low",1,"Payment Failure","Open","Email"
"2025-07-16 20:40:00.000000000","Ananya","TCK0715025","2025-07-15 10:34:00.000000000","Medium",3,"Bug Report","Resolved","Email"
"2025-07-16 04:38:00.000000000","Sneha","TCK0716000","2025-07-16 00:06:00.000000000","Medium",1,"Feature Request","Resolved","Web Form"
"2025-07-17 08:08:00.000000000","Arjun","TCK0716002","2025-07-16 01:18:00.000000000","Medium",5,"Bug Report","Resolved","Chat"
"2025-07-17 04:47:00.000000000","Ananya","TCK0716004","2025-07-16 02:17:00.000000000","Low",8,"Account Locked","Resolved","Web Form"
"2025-07-16 18:12:00.000000000","Rohit","TCK0716005","2025-07-16 02:22:00.000000000","Medum",1,"Bug Report","Resolved","Email"
"2025-07-17 03:34:00.000000000","Kavya","TCK0716006","2025-07-16 03:34:00.000000000","High",2,"Payment Failure","Resolved","Chat"
"2025-07-16 20:51:00.000000000","Arjun","TCK0716007","2025-07-16 03:44:00.000000000","High",6,"Payment Failure","Resolved","Chat"
"2025-07-17 10:25:00.000000000","Rohit","TCK0716008","2025-07-16 04:34:00.000000000","Lw",8,"Payment Failure","Resolved","Chat"
"2025-07-16 14:43:00.000000000","Rohit","TCK0716009","2025-07-16 05:58:00.000000000","Medium",4,"Account Locked","Resolved","Web Form"
\N,"Ananya","TCK0716010","2025-07-16 06:19:00.000000000","Medum",8,"Bug Report","Open","Chat"
"2025-07-16 08:54:00.000000000","Ananya","TCK0716011","2025-07-16 06:39:00.000000000","Hgh",4,"Login Issue","Resolved","Email"
"2025-07-16 08:54:00.000000000","Ananya","TCK0716011","2025-07-16 06:39:00.000000000","Hgh",4,"Login Issue","Resolved","Email"
"2025-07-16 22:01:00.000000000","Rohit","TCK0716012","2025-07-16 07:00:00.000000000","Medium",8,"Login Issue","Resolved","Phone"
"2025-07-17 10:51:00.000000000","Arjun","TCK0716013","2025-07-16 07:04:00.000000000","Medum",3,"Payment Failure","Resolved","Email"
\N,"Sneha","TCK0716014","2025-07-16 07:26:00.000000000","Medium",7,"Payment Failure","Open","Email"
"2025-07-16 16:19:00.000000000","Ananya","TCK0716016","2025-07-16 09:12:00.000000000","Low",2,"Login Issue","Resolved","Email"
"2025-07-16 16:19:00.000000000","Ananya","TCK0716016","2025-07-16 09:12:00.000000000","Low",2,"Login Issue","Resolved","Email"
"2025-07-17 17:47:00.000000000","Kavya","TCK0716017","2025-07-16 10:01:00.000000000","Medium",3,"Payment Failure","Resolved","Web Form"
"2025-07-16 21:05:00.000000000","Rohit","TCK0716018","2025-07-16 10:43:00.000000000","Low",1,"Account Locked","Resolved","Email"
"2025-07-16 20:57:00.000000000","Sneha","TCK0716019","2025-07-16 11:01:00.000000000","Medium",6,"Payment Failure","Resolved","Email"
\N,"Rohit","TCK0716020","2025-07-16 11:06:00.000000000","High",3,"Bug Report","Open","Chat"
"2025-07-18 10:50:00.000000000","Ananya","TCK0717001","2025-07-17 02:58:00.000000000","Medum",8,"Login Issue","Resolved","Phone"
"2025-07-18 07:11:00.000000000","Kavya","TCK0717002","2025-07-17 03:34:00.000000000","Lw",4,"Login Issue","Resolved","Email"
"2025-07-17 07:20:00.000000000","Kavya","TCK0717003","2025-07-17 03:53:00.000000000","Medium",1,"Feature Request","Resolved","Chat"
"2025-07-17 17:34:00.000000000","Arjun","TCK0717004","2025-07-17 03:57:00.000000000","Medium",4,"Login Issue","Resolved","Chat"
"2025-07-17 11:09:00.000000000","Arjun","TCK0717005","2025-07-17 04:12:00.000000000","Medium",1,"Payment Failure","Resolved","Web Form"
"2025-07-18 13:17:00.000000000","Kavya","TCK0717006","2025-07-17 04:14:00.000000000","Low",2,"Payment Failure","Resolved","Email"
"2025-07-17 15:04:00.000000000","Arjun","TCK0717007","2025-07-17 04:29:00.000000000","Medium",6,"Bug Report","Resolved","Chat"
\N,"Arjun","TCK0717010","2025-07-17 06:14:00.000000000","Medium",8,"Login Issue","Open","Chat"
"2025-07-18 09:06:00.000000000","Ananya","TCK0717012","2025-07-17 08:15:00.000000000","Lw",2,"Login Issue","Escalated","Chat"
"2025-07-18 11:11:00.000000000","Arjun","TCK0717013","2025-07-17 09:21:00.000000000","Medium",7,"Feature Request","Escalated","Chat"
"2025-07-18 15:52:00.000000000","Sneha","TCK0717014","2025-07-17 09:26:00.000000000","Low",2,"Account Locked","Resolved","Web Form"
\N,"Sneha","TCK0717015","2025-07-17 09:44:00.000000000","Low",5,"Account Locked","Open","Chat"
"2025-07-18 07:29:00.000000000","Ananya","TCK0717016","2025-07-17 10:51:00.000000000","Low",6,"Payment Failure","Resolved","Email"
"2025-07-17 13:50:00.000000000","Arjun","TCK0717017","2025-07-17 10:53:00.000000000","Low",4,"Feature Request","Resolved","Phone"
"2025-07-18 16:06:00.000000000","Rohit","TCK0717018","2025-07-17 11:03:00.000000000","Lw",8,"Account Locked","Resolved","Chat"
"2025-07-17 19:24:00.000000000","Kavya","TCK0717019","2025-07-17 11:34:00.000000000","Medium",2,"Payment Failure","Resolved","Chat"
\N,"Sneha","TCK0717020","2025-07-17 11:36:00.000000000","Lw",2,"Bug Report","Open","Email"
"2025-07-18 07:24:00.000000000","Sneha","TCK0717021","2025-07-17 11:54:00.000000000","Medium",7,"Account Locked","Resolved","Phone"
"2025-07-18 07:24:00.000000000","Sneha","TCK0717021","2025-07-17 11:54:00.000000000","Medium",7,"Account Locked","Resolved","Phone"
"2025-07-18 07:21:00.000000000","Rohit","TCK0718000","2025-07-18 00:02:00.000000000","Low",2,"Payment Failure","Resolved","Chat"
"2025-07-18 07:21:00.000000000","Rohit","TCK0718000","2025-07-18 00:02:00.000000000","Low",2,"Payment Failure","Resolved","Chat"
"2025-07-18 20:45:00.000000000","Rohit","TCK0718001","2025-07-18 00:33:00.000000000","Medium",5,"Feature Request","Resolved","Chat"
"2025-07-18 05:59:00.000000000","Sneha","TCK0718002","2025-07-18 01:01:00.000000000","Low",8,"Feature Request","Resolved","Chat"
"2025-07-19 10:16:00.000000000","Rohit","TCK0718003","2025-07-18 01:55:00.000000000","Lw",2,"Bug Report","Resolved","Web Form"
"2025-07-19 01:49:00.000000000","Rohit","TCK0718004","2025-07-18 01:59:00.000000000","Medium",6,"Bug Report","Resolved","Phone"
"2025-07-19 07:16:00.000000000","Kavya","TCK0718005","2025-07-18 04:40:00.000000000","Low",7,"Payment Failure","Resolved","Web Form"
\N,"Sneha","TCK0718007","2025-07-18 05:24:00.000000000","High",3,"Bug Report","Open","Chat"
\N,"Kavya","TCK0718009","2025-07-18 06:51:00.000000000","Medum",4,"Login Issue","Open","Phone"
"2025-07-19 02:25:00.000000000","Arjun","TCK0718010","2025-07-18 07:33:00.000000000","Low",2,"Payment Failure","Resolved","Phone"
"2025-07-19 19:04:00.000000000","Sneha","TCK0718011","2025-07-18 07:41:00.000000000","Medium",5,"Feature Request","Resolved","Email"
"2025-07-19 04:39:00.000000000","Ananya","TCK0718012","2025-07-18 08:11:00.000000000","High",3,"Feature Request","Resolved","Web Form"
"2025-07-18 12:00:00.000000000","Sneha","TCK0718013","2025-07-18 08:18:00.000000000","Low",2,"Feature Request","Resolved","Web Form"
"2025-07-19 04:54:00.000000000","Rohit","TCK0718015","2025-07-18 09:17:00.000000000","Lw",3,"Payment Failure","Resolved","Web Form"
"2025-07-18 16:26:00.000000000","Ananya","TCK0718016","2025-07-18 09:33:00.000000000","Low",4,"Bug Report","Resolved","Phone"
"2025-07-19 13:33:00.000000000","Arjun","TCK0718017","2025-07-18 09:39:00.000000000","High",3,"Payment Failure","Resolved","Web Form"
"2025-07-19 17:04:00.000000000","Arjun","TCK0718019","2025-07-18 10:48:00.000000000","High",2,"Bug Report","Resolved","Phone"
"2025-07-19 17:04:00.000000000","Arjun","TCK0718019","2025-07-18 10:48:00.000000000","High",2,"Bug Report","Resolved","Phone"
"2025-07-18 14:09:00.000000000","Ananya","TCK0718020","2025-07-18 11:09:00.000000000","High",3,"Payment Failure","Resolved","Email"
"2025-07-19 09:37:00.000000000","Ananya","TCK0718021","2025-07-18 11:31:00.000000000","High",6,"Feature Request","Escalated","Phone"
"2025-07-19 22:28:00.000000000","Arjun","TCK0718022","2025-07-18 11:48:00.000000000","Medium",2,"Payment Failure","Escalated","Email"
"2025-07-19 05:39:00.000000000","Rohit","TCK0719000","2025-07-19 00:20:00.000000000","High",8,"Payment Failure","Resolved","Chat"
"2025-07-19 19:25:00.000000000","Rohit","TCK0719002","2025-07-19 00:48:00.000000000","Medium",2,"Payment Failure","Resolved","Web Form"
"2025-07-20 05:39:00.000000000","Arjun","TCK0719004","2025-07-19 03:34:00.000000000","Low",2,"Account Locked","Resolved","Chat"
"2025-07-19 10:58:00.000000000","Kavya","TCK0719005","2025-07-19 04:03:00.000000000","Medium",8,"Payment Failure","Resolved","Email"
"2025-07-19 22:35:00.000000000","Rohit","TCK0719006","2025-07-19 04:14:00.000000000","Low",1,"Login Issue","Resolved","Chat"
"2025-07-20 12:06:00.000000000","Sneha","TCK0719007","2025-07-19 04:51:00.000000000","Medium",3,"Login Issue","Resolved","Phone"
"2025-07-20 06:30:00.000000000","Rohit","TCK0719008","2025-07-19 05:05:00.000000000","Low",5,"Feature Request","Resolved","Email"
\N,"Kavya","TCK0719009","2025-07-19 06:02:00.000000000","Medium",7,"Payment Failure","Open","Phone"
"2025-07-19 07:23:00.000000000","Sneha","TCK0719011","2025-07-19 06:34:00.000000000","Medium",5,"Feature Request","Resolved","Phone"
"2025-07-20 04:48:00.000000000","Ananya","TCK0719012","2025-07-19 06:44:00.000000000","Lw",6,"Login Issue","Resolved","Chat"
"2025-07-20 13:53:00.000000000","Arjun","TCK0719013","2025-07-19 07:37:00.000000000","Medium",4,"Feature Request","Escalated","Email"
"2025-07-20 11:48:00.000000000","Ananya","TCK0719014","2025-07-19 07:54:00.000000000","Medium",5,"Login Issue","Resolved","Web Form"
"2025-07-19 12:01:00.000000000","Kavya","TCK0719015","2025-07-19 07:57:00.000000000","Medium",4,"Account Locked","Resolved","Chat"
"2025-07-19 12:01:00.000000000","Kavya","TCK0719015","2025-07-19 07:57:00.000000000","Medium",4,"Account Locked","Resolved","Chat"
"2025-07-19 10:55:00.000000000","Rohit","TCK0719016","2025-07-19 08:59:00.000000000","Medum",1,"Bug Report","Resolved","Phone"
"2025-07-20 06:04:00.000000000","Sneha","TCK0719017","2025-07-19 09:36:00.000000000","Low",8,"Login Issue","Resolved","Web Form"
"2025-07-20 07:54:00.000000000","Sneha","TCK0719018","2025-07-19 09:49:00.000000000","Lw",8,"Payment Failure","Resolved","Phone"
"2025-07-20 16:55:00.000000000","Sneha","TCK0719019","2025-07-19 10:37:00.000000000","Low",8,"Login Issue","Resolved","Chat"
